#,x_cen,y_cen,Cluster,x1,y1,x2,y2,x3,y3,x4,y4,nombre_imagen
375,317,325,20,286,303,286,346,348,346,348,303,2013-02-22_08_50_02
376,340,296,11,303,270,303,321,378,321,378,270,2013-02-22_08_50_02
377,295,244,18,264,224,264,264,325,264,325,224,2013-02-22_08_50_02
378,222,137,12,194,122,194,153,250,153,250,122,2013-02-22_08_50_02
379,259,169,0,219,153,219,185,299,185,299,153,2013-02-22_08_50_02
380,365,218,8,329,199,329,238,401,238,401,199,2013-02-22_08_50_02
381,265,207,16,231,190,231,224,298,224,298,190,2013-02-22_08_50_02
382,257,100,5,233,88,233,111,281,111,281,88,2013-02-22_08_50_02
383,323,180,10,293,164,293,197,353,197,353,164,2013-02-22_08_50_02
384,278,122,14,253,110,253,134,302,134,302,110,2013-02-22_08_50_02
385,197,93,19,173,81,173,104,220,104,220,81,2013-02-22_08_50_02
386,307,150,13,281,137,281,164,334,164,334,137,2013-02-22_08_50_02
387,179,69,17,156,56,156,82,201,82,201,56,2013-02-22_08_50_02
388,238,76,7,217,65,217,87,259,87,259,65,2013-02-22_08_50_02
389,227,58,9,205,48,205,67,250,67,250,48,2013-02-22_08_50_02
390,170,53,6,149,41,149,64,190,64,190,41,2013-02-22_08_50_02
391,193,12,15,175,4,175,21,212,21,212,4,2013-02-22_08_50_02
392,392,264,4,354,241,354,286,431,286,431,241,2013-02-22_08_55_02
393,340,296,11,303,270,303,322,378,322,378,270,2013-02-22_08_55_02
394,317,325,20,286,304,286,346,348,346,348,304,2013-02-22_08_55_02
395,295,244,18,264,224,264,263,325,263,325,224,2013-02-22_08_55_02
396,203,112,3,174,98,174,126,231,126,231,98,2013-02-22_08_55_02
397,259,169,0,219,153,219,185,299,185,299,153,2013-02-22_08_55_02
398,365,219,8,329,199,329,238,401,238,401,199,2013-02-22_08_55_02
399,222,138,12,194,122,194,153,250,153,250,122,2013-02-22_08_55_02
400,265,207,16,232,190,232,224,298,224,298,190,2013-02-22_08_55_02
401,323,180,10,294,164,294,197,353,197,353,164,2013-02-22_08_55_02
402,257,100,5,233,88,233,112,281,112,281,88,2013-02-22_08_55_02
403,278,122,14,253,110,253,134,302,134,302,110,2013-02-22_08_55_02
404,308,150,13,281,137,281,164,334,164,334,137,2013-02-22_08_55_02
405,197,92,19,173,81,173,103,220,103,220,81,2013-02-22_08_55_02
406,178,68,17,156,55,156,81,201,81,201,55,2013-02-22_08_55_02
407,238,76,7,217,65,217,87,260,87,260,65,2013-02-22_08_55_02
408,169,53,6,149,41,149,65,189,65,189,41,2013-02-22_08_55_02
409,227,58,9,205,48,205,67,250,67,250,48,2013-02-22_08_55_02
410,392,264,4,353,242,353,286,431,286,431,242,2013-02-22_09_00_03
411,317,325,20,286,304,286,346,348,346,348,304,2013-02-22_09_00_03
412,340,296,11,303,270,303,321,378,321,378,270,2013-02-22_09_00_03
413,295,243,18,264,224,264,263,325,263,325,224,2013-02-22_09_00_03
414,259,169,0,219,153,219,185,299,185,299,153,2013-02-22_09_00_03
415,203,112,3,174,98,174,126,231,126,231,98,2013-02-22_09_00_03
416,365,218,8,329,199,329,238,401,238,401,199,2013-02-22_09_00_03
417,221,138,12,194,122,194,153,249,153,249,122,2013-02-22_09_00_03
418,266,207,16,233,190,233,224,298,224,298,190,2013-02-22_09_00_03
419,324,180,10,293,163,293,197,354,197,354,163,2013-02-22_09_00_03
420,257,100,5,234,88,234,112,281,112,281,88,2013-02-22_09_00_03
421,278,122,14,253,110,253,134,302,134,302,110,2013-02-22_09_00_03
422,308,150,13,281,137,281,164,334,164,334,137,2013-02-22_09_00_03
423,197,92,19,174,81,174,103,220,103,220,81,2013-02-22_09_00_03
424,179,68,17,156,56,156,81,201,81,201,56,2013-02-22_09_00_03
425,238,76,7,216,65,216,87,260,87,260,65,2013-02-22_09_00_03
426,227,58,9,204,49,204,67,250,67,250,49,2013-02-22_09_00_03
427,170,52,6,150,41,150,64,190,64,190,41,2013-02-22_09_00_03
428,392,264,4,354,241,354,286,431,286,431,241,2013-02-22_09_05_03
429,317,325,20,286,304,286,346,348,346,348,304,2013-02-22_09_05_03
430,340,296,11,303,270,303,321,378,321,378,270,2013-02-22_09_05_03
431,295,244,18,264,224,264,263,325,263,325,224,2013-02-22_09_05_03
432,259,169,0,219,154,219,185,299,185,299,154,2013-02-22_09_05_03
433,365,219,8,328,199,328,238,401,238,401,199,2013-02-22_09_05_03
434,203,112,3,174,98,174,126,232,126,232,98,2013-02-22_09_05_03
435,266,207,16,233,190,233,223,299,223,299,190,2013-02-22_09_05_03
436,223,138,12,194,122,194,153,252,153,252,122,2013-02-22_09_05_03
437,257,100,5,233,88,233,112,281,112,281,88,2013-02-22_09_05_03
438,323,180,10,293,163,293,197,353,197,353,163,2013-02-22_09_05_03
439,277,122,14,253,110,253,134,302,134,302,110,2013-02-22_09_05_03
440,307,151,13,281,137,281,164,334,164,334,137,2013-02-22_09_05_03
441,238,76,7,216,65,216,87,259,87,259,65,2013-02-22_09_05_03
442,179,69,17,156,56,156,82,202,82,202,56,2013-02-22_09_05_03
443,197,92,19,173,81,173,103,220,103,220,81,2013-02-22_09_05_03
444,227,58,9,204,48,204,67,251,67,251,48,2013-02-22_09_05_03
445,170,53,6,149,41,149,64,191,64,191,41,2013-02-22_09_05_03
446,392,264,4,354,241,354,286,431,286,431,241,2013-02-22_09_10_03
447,317,325,20,286,303,286,346,348,346,348,303,2013-02-22_09_10_03
448,340,296,11,303,271,303,321,378,321,378,271,2013-02-22_09_10_03
449,259,169,0,219,153,219,185,299,185,299,153,2013-02-22_09_10_03
450,295,244,18,264,224,264,263,325,263,325,224,2013-02-22_09_10_03
451,365,218,8,329,199,329,238,401,238,401,199,2013-02-22_09_10_03
452,266,207,16,232,190,232,224,299,224,299,190,2013-02-22_09_10_03
453,222,138,12,194,122,194,153,250,153,250,122,2013-02-22_09_10_03
454,203,112,3,174,98,174,126,232,126,232,98,2013-02-22_09_10_03
455,257,100,5,233,88,233,111,280,111,280,88,2013-02-22_09_10_03
456,323,180,10,293,164,293,197,353,197,353,164,2013-02-22_09_10_03
457,277,122,14,253,110,253,134,302,134,302,110,2013-02-22_09_10_03
458,307,151,13,281,137,281,165,334,165,334,137,2013-02-22_09_10_03
459,238,76,7,216,65,216,87,260,87,260,65,2013-02-22_09_10_03
460,179,69,17,156,56,156,81,201,81,201,56,2013-02-22_09_10_03
461,197,92,19,174,81,174,103,220,103,220,81,2013-02-22_09_10_03
462,169,52,6,149,41,149,64,189,64,189,41,2013-02-22_09_10_03
463,227,58,9,204,48,204,67,250,67,250,48,2013-02-22_09_10_03
464,392,264,4,354,242,354,286,431,286,431,242,2013-02-22_09_15_03
465,317,325,20,286,303,286,346,348,346,348,303,2013-02-22_09_15_03
466,340,296,11,303,270,303,321,378,321,378,270,2013-02-22_09_15_03
467,259,169,0,219,153,219,185,299,185,299,153,2013-02-22_09_15_03
468,295,243,18,264,224,264,263,325,263,325,224,2013-02-22_09_15_03
469,265,207,16,232,190,232,225,299,225,299,190,2013-02-22_09_15_03
470,365,218,8,329,199,329,238,401,238,401,199,2013-02-22_09_15_03
471,221,138,12,194,122,194,153,249,153,249,122,2013-02-22_09_15_03
472,203,112,3,174,99,174,126,232,126,232,99,2013-02-22_09_15_03
473,257,100,5,233,88,233,111,280,111,280,88,2013-02-22_09_15_03
474,323,181,10,293,164,293,197,354,197,354,164,2013-02-22_09_15_03
475,277,122,14,253,110,253,134,302,134,302,110,2013-02-22_09_15_03
476,179,69,17,156,56,156,82,201,82,201,56,2013-02-22_09_15_03
477,307,151,13,281,137,281,165,334,165,334,137,2013-02-22_09_15_03
478,196,92,19,173,81,173,103,219,103,219,81,2013-02-22_09_15_03
479,238,77,7,216,65,216,88,260,88,260,65,2013-02-22_09_15_03
480,169,53,6,149,41,149,64,189,64,189,41,2013-02-22_09_15_03
481,227,58,9,204,49,204,67,250,67,250,49,2013-02-22_09_15_03
482,392,264,4,354,242,354,286,430,286,430,242,2013-02-22_09_20_03
483,340,296,11,303,270,303,321,378,321,378,270,2013-02-22_09_20_03
484,259,169,0,219,153,219,185,299,185,299,153,2013-02-22_09_20_03
485,317,325,20,286,303,286,346,348,346,348,303,2013-02-22_09_20_03
486,295,243,18,264,224,264,263,325,263,325,224,2013-02-22_09_20_03
487,203,112,3,174,98,174,126,232,126,232,98,2013-02-22_09_20_03
488,364,219,8,326,199,326,238,401,238,401,199,2013-02-22_09_20_03
489,265,207,16,232,190,232,225,299,225,299,190,2013-02-22_09_20_03
490,221,138,12,194,122,194,154,249,154,249,122,2013-02-22_09_20_03
491,324,180,10,294,163,294,197,354,197,354,163,2013-02-22_09_20_03
492,257,100,5,233,88,233,112,281,112,281,88,2013-02-22_09_20_03
493,278,122,14,253,110,253,135,303,135,303,110,2013-02-22_09_20_03
494,308,151,13,281,137,281,165,334,165,334,137,2013-02-22_09_20_03
495,179,69,17,156,56,156,82,201,82,201,56,2013-02-22_09_20_03
496,197,92,19,173,81,173,103,220,103,220,81,2013-02-22_09_20_03
497,238,76,7,216,65,216,87,260,87,260,65,2013-02-22_09_20_03
498,227,58,9,204,48,204,67,249,67,249,48,2013-02-22_09_20_03
499,170,52,6,149,41,149,64,190,64,190,41,2013-02-22_09_20_03
500,392,264,4,354,241,354,286,430,286,430,241,2013-02-22_09_25_03
501,317,325,20,286,303,286,346,348,346,348,303,2013-02-22_09_25_03
502,340,296,11,303,270,303,322,378,322,378,270,2013-02-22_09_25_03
503,259,169,0,219,153,219,185,299,185,299,153,2013-02-22_09_25_03
504,295,244,18,264,224,264,264,325,264,325,224,2013-02-22_09_25_03
505,265,208,16,233,190,233,225,298,225,298,190,2013-02-22_09_25_03
506,202,112,3,173,98,173,126,232,126,232,98,2013-02-22_09_25_03
507,365,219,8,329,199,329,238,401,238,401,199,2013-02-22_09_25_03
508,222,138,12,194,122,194,153,251,153,251,122,2013-02-22_09_25_03
509,323,180,10,293,163,293,197,354,197,354,163,2013-02-22_09_25_03
510,257,100,5,234,88,234,111,280,111,280,88,2013-02-22_09_25_03
511,277,122,14,253,110,253,135,302,135,302,110,2013-02-22_09_25_03
512,196,92,19,173,81,173,103,219,103,219,81,2013-02-22_09_25_03
513,308,151,13,281,137,281,165,334,165,334,137,2013-02-22_09_25_03
514,238,76,7,216,65,216,87,260,87,260,65,2013-02-22_09_25_03
515,179,69,17,156,56,156,82,201,82,201,56,2013-02-22_09_25_03
516,227,58,9,205,49,205,67,249,67,249,49,2013-02-22_09_25_03
517,169,53,6,149,41,149,64,190,64,190,41,2013-02-22_09_25_03
518,221,9,-1,207,0,207,18,235,18,235,0,2013-02-22_09_25_03
519,392,264,4,354,241,354,286,431,286,431,241,2013-02-22_09_30_03
520,317,325,20,286,304,286,346,348,346,348,304,2013-02-22_09_30_03
521,340,296,11,303,271,303,322,378,322,378,271,2013-02-22_09_30_03
522,266,207,16,233,190,233,224,299,224,299,190,2013-02-22_09_30_03
523,295,244,18,264,224,264,264,325,264,325,224,2013-02-22_09_30_03
524,259,169,0,219,153,219,185,299,185,299,153,2013-02-22_09_30_03
525,203,112,3,174,98,174,126,232,126,232,98,2013-02-22_09_30_03
526,365,218,8,329,199,329,238,401,238,401,199,2013-02-22_09_30_03
527,222,138,12,194,122,194,153,249,153,249,122,2013-02-22_09_30_03
528,323,180,10,293,163,293,197,353,197,353,163,2013-02-22_09_30_03
529,257,100,5,233,88,233,112,281,112,281,88,2013-02-22_09_30_03
530,278,122,14,253,110,253,134,302,134,302,110,2013-02-22_09_30_03
531,196,92,19,173,81,173,103,219,103,219,81,2013-02-22_09_30_03
532,307,151,13,281,137,281,165,334,165,334,137,2013-02-22_09_30_03
533,179,68,17,156,55,156,82,201,82,201,55,2013-02-22_09_30_03
534,238,76,7,216,65,216,87,260,87,260,65,2013-02-22_09_30_03
535,227,58,9,204,48,204,67,250,67,250,48,2013-02-22_09_30_03
536,169,52,6,149,41,149,64,189,64,189,41,2013-02-22_09_30_03
537,392,264,4,353,241,353,286,431,286,431,241,2013-02-22_09_35_03
538,317,325,20,286,303,286,346,348,346,348,303,2013-02-22_09_35_03
539,340,296,11,303,270,303,321,378,321,378,270,2013-02-22_09_35_03
540,295,244,18,264,224,264,263,325,263,325,224,2013-02-22_09_35_03
541,259,169,0,219,153,219,185,299,185,299,153,2013-02-22_09_35_03
542,265,207,16,232,190,232,225,298,225,298,190,2013-02-22_09_35_03
543,365,219,8,329,199,329,238,401,238,401,199,2013-02-22_09_35_03
544,203,112,3,174,98,174,126,232,126,232,98,2013-02-22_09_35_03
545,222,138,12,194,122,194,154,250,154,250,122,2013-02-22_09_35_03
546,323,180,10,292,164,292,197,354,197,354,164,2013-02-22_09_35_03
547,278,122,14,253,110,253,134,302,134,302,110,2013-02-22_09_35_03
548,257,100,5,233,88,233,111,281,111,281,88,2013-02-22_09_35_03
549,308,151,13,281,137,281,165,334,165,334,137,2013-02-22_09_35_03
550,178,69,17,156,56,156,82,201,82,201,56,2013-02-22_09_35_03
551,196,92,19,173,81,173,103,219,103,219,81,2013-02-22_09_35_03
552,238,76,7,217,65,217,87,260,87,260,65,2013-02-22_09_35_03
553,227,58,9,204,48,204,67,250,67,250,48,2013-02-22_09_35_03
554,170,52,6,149,41,149,63,190,63,190,41,2013-02-22_09_35_03
555,392,264,4,354,242,354,286,431,286,431,242,2013-02-22_09_40_03
556,317,325,20,286,303,286,346,348,346,348,303,2013-02-22_09_40_03
557,340,297,11,303,270,303,323,378,323,378,270,2013-02-22_09_40_03
558,295,244,18,264,224,264,263,325,263,325,224,2013-02-22_09_40_03
559,259,169,0,219,153,219,185,299,185,299,153,2013-02-22_09_40_03
560,203,112,3,174,98,174,126,231,126,231,98,2013-02-22_09_40_03
561,265,207,16,232,190,232,224,298,224,298,190,2013-02-22_09_40_03
562,365,218,8,329,199,329,238,401,238,401,199,2013-02-22_09_40_03
563,221,138,12,194,122,194,153,249,153,249,122,2013-02-22_09_40_03
564,323,180,10,293,163,293,197,354,197,354,163,2013-02-22_09_40_03
565,257,100,5,233,88,233,111,281,111,281,88,2013-02-22_09_40_03
566,278,122,14,253,110,253,134,302,134,302,110,2013-02-22_09_40_03
567,308,151,13,281,137,281,165,334,165,334,137,2013-02-22_09_40_03
568,196,92,19,173,81,173,103,219,103,219,81,2013-02-22_09_40_03
569,179,69,17,156,55,156,82,201,82,201,55,2013-02-22_09_40_03
570,238,76,7,216,65,216,88,260,88,260,65,2013-02-22_09_40_03
571,170,52,6,149,41,149,63,191,63,191,41,2013-02-22_09_40_03
572,227,58,9,204,48,204,67,250,67,250,48,2013-02-22_09_40_03
573,392,264,4,354,241,354,286,431,286,431,241,2013-02-22_09_45_03
574,317,325,20,286,304,286,346,348,346,348,304,2013-02-22_09_45_03
575,340,296,11,303,271,303,321,378,321,378,271,2013-02-22_09_45_03
576,295,244,18,264,224,264,263,325,263,325,224,2013-02-22_09_45_03
577,365,218,8,329,199,329,238,401,238,401,199,2013-02-22_09_45_03
578,259,169,0,219,154,219,185,298,185,298,154,2013-02-22_09_45_03
579,203,112,3,174,98,174,126,232,126,232,98,2013-02-22_09_45_03
580,222,138,12,194,122,194,153,249,153,249,122,2013-02-22_09_45_03
581,265,207,16,232,190,232,224,298,224,298,190,2013-02-22_09_45_03
582,324,180,10,294,163,294,197,354,197,354,163,2013-02-22_09_45_03
583,257,100,5,233,88,233,112,280,112,280,88,2013-02-22_09_45_03
584,278,122,14,254,110,254,134,302,134,302,110,2013-02-22_09_45_03
585,308,150,13,281,137,281,164,334,164,334,137,2013-02-22_09_45_03
586,196,92,19,174,81,174,103,219,103,219,81,2013-02-22_09_45_03
587,238,76,7,217,65,217,87,259,87,259,65,2013-02-22_09_45_03
588,179,68,17,156,56,156,81,201,81,201,56,2013-02-22_09_45_03
589,227,58,9,204,49,204,68,250,68,250,49,2013-02-22_09_45_03
590,169,52,6,149,41,149,64,189,64,189,41,2013-02-22_09_45_03
591,392,264,4,354,241,354,286,431,286,431,241,2013-02-22_09_50_04
592,317,325,20,286,303,286,346,348,346,348,303,2013-02-22_09_50_04
593,340,296,11,303,271,303,322,378,322,378,271,2013-02-22_09_50_04
594,295,243,18,264,224,264,263,326,263,326,224,2013-02-22_09_50_04
595,266,207,16,233,190,233,223,299,223,299,190,2013-02-22_09_50_04
596,365,219,8,329,199,329,238,401,238,401,199,2013-02-22_09_50_04
597,259,169,0,219,153,219,185,299,185,299,153,2013-02-22_09_50_04
598,221,138,12,194,122,194,153,249,153,249,122,2013-02-22_09_50_04
599,203,112,3,174,98,174,126,232,126,232,98,2013-02-22_09_50_04
600,324,180,10,294,163,294,197,354,197,354,163,2013-02-22_09_50_04
601,257,100,5,233,88,233,111,280,111,280,88,2013-02-22_09_50_04
602,278,122,14,253,110,253,134,302,134,302,110,2013-02-22_09_50_04
603,307,151,13,281,137,281,164,334,164,334,137,2013-02-22_09_50_04
604,196,92,19,174,81,174,103,219,103,219,81,2013-02-22_09_50_04
605,238,76,7,216,65,216,87,260,87,260,65,2013-02-22_09_50_04
606,178,69,17,156,56,156,81,201,81,201,56,2013-02-22_09_50_04
607,227,58,9,204,48,204,68,250,68,250,48,2013-02-22_09_50_04
608,170,52,6,149,41,149,64,190,64,190,41,2013-02-22_09_50_04
609,392,264,4,354,241,354,286,431,286,431,241,2013-02-22_09_55_04
610,259,169,0,219,153,219,185,299,185,299,153,2013-02-22_09_55_04
611,340,296,11,303,270,303,322,378,322,378,270,2013-02-22_09_55_04
612,317,325,20,286,304,286,346,348,346,348,304,2013-02-22_09_55_04
613,265,207,16,232,190,232,224,299,224,299,190,2013-02-22_09_55_04
614,295,244,18,264,224,264,264,325,264,325,224,2013-02-22_09_55_04
615,203,112,3,174,98,174,126,232,126,232,98,2013-02-22_09_55_04
616,221,138,12,194,122,194,154,249,154,249,122,2013-02-22_09_55_04
617,365,219,8,329,199,329,238,401,238,401,199,2013-02-22_09_55_04
618,257,100,5,233,88,233,111,280,111,280,88,2013-02-22_09_55_04
619,323,180,10,292,163,292,197,354,197,354,163,2013-02-22_09_55_04
620,277,122,14,253,110,253,134,301,134,301,110,2013-02-22_09_55_04
621,196,92,19,173,81,173,103,218,103,218,81,2013-02-22_09_55_04
622,308,151,13,281,137,281,165,334,165,334,137,2013-02-22_09_55_04
623,178,69,17,156,56,156,82,201,82,201,56,2013-02-22_09_55_04
624,238,76,7,216,65,216,87,260,87,260,65,2013-02-22_09_55_04
625,227,58,9,204,48,204,68,250,68,250,48,2013-02-22_09_55_04
626,170,52,6,149,41,149,63,190,63,190,41,2013-02-22_09_55_04
627,392,264,4,353,242,353,286,431,286,431,242,2013-02-22_10_00_04
628,340,296,11,303,271,303,321,378,321,378,271,2013-02-22_10_00_04
629,295,243,18,264,224,264,263,325,263,325,224,2013-02-22_10_00_04
630,267,203,16,237,185,237,222,297,222,297,185,2013-02-22_10_00_04
631,317,325,20,287,304,287,346,348,346,348,304,2013-02-22_10_00_04
632,365,219,8,329,199,329,238,401,238,401,199,2013-02-22_10_00_04
633,203,113,3,174,98,174,127,232,127,232,98,2013-02-22_10_00_04
634,221,138,12,194,122,194,154,249,154,249,122,2013-02-22_10_00_04
635,259,170,0,219,153,219,186,299,186,299,153,2013-02-22_10_00_04
636,323,181,10,293,164,293,198,354,198,354,164,2013-02-22_10_00_04
637,257,100,5,233,88,233,111,281,111,281,88,2013-02-22_10_00_04
638,278,122,14,253,110,253,135,302,135,302,110,2013-02-22_10_00_04
639,196,92,19,173,81,173,103,219,103,219,81,2013-02-22_10_00_04
640,307,151,13,281,137,281,165,334,165,334,137,2013-02-22_10_00_04
641,179,69,17,156,56,156,82,202,82,202,56,2013-02-22_10_00_04
642,238,76,7,216,65,216,87,260,87,260,65,2013-02-22_10_00_04
643,227,58,9,204,48,204,68,250,68,250,48,2013-02-22_10_00_04
644,170,53,6,149,41,149,64,190,64,190,41,2013-02-22_10_00_04
645,392,264,4,354,242,354,286,431,286,431,242,2013-02-22_10_05_04
646,317,325,20,286,304,286,346,348,346,348,304,2013-02-22_10_05_04
647,340,296,11,303,271,303,321,378,321,378,271,2013-02-22_10_05_04
648,267,203,16,236,185,236,221,298,221,298,185,2013-02-22_10_05_04
649,295,244,18,264,224,264,264,325,264,325,224,2013-02-22_10_05_04
650,203,112,3,174,98,174,126,232,126,232,98,2013-02-22_10_05_04
651,259,169,0,219,153,219,185,299,185,299,153,2013-02-22_10_05_04
652,365,219,8,329,199,329,238,401,238,401,199,2013-02-22_10_05_04
653,221,138,12,194,122,194,153,249,153,249,122,2013-02-22_10_05_04
654,323,180,10,292,163,292,197,354,197,354,163,2013-02-22_10_05_04
655,257,99,5,233,88,233,111,280,111,280,88,2013-02-22_10_05_04
656,277,122,14,253,110,253,135,302,135,302,110,2013-02-22_10_05_04
657,307,151,13,281,137,281,165,334,165,334,137,2013-02-22_10_05_04
658,196,92,19,173,81,173,103,219,103,219,81,2013-02-22_10_05_04
659,238,76,7,216,65,216,87,260,87,260,65,2013-02-22_10_05_04
660,179,69,17,156,56,156,82,201,82,201,56,2013-02-22_10_05_04
661,227,58,9,204,49,204,67,250,67,250,49,2013-02-22_10_05_04
662,170,53,6,149,41,149,64,190,64,190,41,2013-02-22_10_05_04
663,392,264,4,354,242,354,286,431,286,431,242,2013-02-22_10_10_04
664,317,325,20,286,304,286,346,348,346,348,304,2013-02-22_10_10_04
665,341,296,11,303,271,303,322,378,322,378,271,2013-02-22_10_10_04
666,295,244,18,264,224,264,263,325,263,325,224,2013-02-22_10_10_04
667,267,204,16,237,186,237,221,297,221,297,186,2013-02-22_10_10_04
668,203,112,3,174,98,174,126,231,126,231,98,2013-02-22_10_10_04
669,365,219,8,329,199,329,238,401,238,401,199,2013-02-22_10_10_04
670,222,138,12,194,122,194,154,249,154,249,122,2013-02-22_10_10_04
671,259,169,0,219,153,219,186,300,186,300,153,2013-02-22_10_10_04
672,323,180,10,293,163,293,197,354,197,354,163,2013-02-22_10_10_04
673,257,100,5,233,88,233,111,281,111,281,88,2013-02-22_10_10_04
674,196,92,19,173,81,173,103,219,103,219,81,2013-02-22_10_10_04
675,278,122,14,253,110,253,134,302,134,302,110,2013-02-22_10_10_04
676,307,150,13,281,137,281,164,334,164,334,137,2013-02-22_10_10_04
677,179,69,17,156,56,156,82,201,82,201,56,2013-02-22_10_10_04
678,238,76,7,216,66,216,87,259,87,259,66,2013-02-22_10_10_04
679,227,58,9,205,49,205,67,250,67,250,49,2013-02-22_10_10_04
680,170,53,6,149,41,149,64,190,64,190,41,2013-02-22_10_10_04
681,392,264,4,354,242,354,286,430,286,430,242,2013-02-22_10_15_04
682,317,325,20,286,304,286,346,348,346,348,304,2013-02-22_10_15_04
683,341,296,11,303,271,303,321,378,321,378,271,2013-02-22_10_15_04
684,295,243,18,264,224,264,263,325,263,325,224,2013-02-22_10_15_04
685,267,204,16,237,186,237,221,298,221,298,186,2013-02-22_10_15_04
686,365,219,8,329,199,329,238,401,238,401,199,2013-02-22_10_15_04
687,325,180,10,295,164,295,197,354,197,354,164,2013-02-22_10_15_04
688,259,169,0,219,153,219,185,298,185,298,153,2013-02-22_10_15_04
689,222,138,12,194,122,194,153,250,153,250,122,2013-02-22_10_15_04
690,203,112,3,174,98,174,126,232,126,232,98,2013-02-22_10_15_04
691,257,100,5,233,88,233,111,280,111,280,88,2013-02-22_10_15_04
692,278,122,14,254,110,254,134,302,134,302,110,2013-02-22_10_15_04
693,308,150,13,281,137,281,164,334,164,334,137,2013-02-22_10_15_04
694,196,92,19,174,81,174,103,219,103,219,81,2013-02-22_10_15_04
695,238,76,7,216,66,216,87,259,87,259,66,2013-02-22_10_15_04
